Élément statistique,Territoire,Mois,Valeur
Taux d'emploi,Lanaudière,Juillet 2020,61.6
Taux d'emploi,Lanaudière,Août 2020,63.4
Taux d'emploi,Lanaudière,Septembre 2020,63
Taux d'emploi,Lanaudière,Octobre 2020,63.4
Taux d'emploi,Lanaudière,Novembre 2020,62.4
Taux d'emploi,Lanaudière,Décembre 2020,61.9
Taux d'emploi,Lanaudière,Janvier 2021,60.9
Taux d'emploi,Lanaudière,Février 2021,59.9
Taux d'emploi,Lanaudière,Mars 2021,60
Taux d'emploi,Lanaudière,Avril 2021,60.5
Taux d'emploi,Lanaudière,Mai 2021,61.1
Taux d'emploi,Lanaudière,Juin 2021,61.1
Taux d'emploi,Lanaudière,Juillet 2021,61.1
Taux d'emploi,Lanaudière,Août 2021,60.9
Taux d'emploi,Lanaudière,Septembre 2021,61.3
Taux d'emploi,Lanaudière,Octobre 2021,60.4
Taux d'emploi,Lanaudière,Novembre 2021,60.9
Taux d'emploi,Lanaudière,Décembre 2021,61.3
Taux d'emploi,Laurentides,Janvier 2019,64.3
Taux d'emploi,Laurentides,Février 2019,64.3
Taux d'emploi,Laurentides,Mars 2019,64.3
Taux d'emploi,Laurentides,Avril 2019,64.4
Taux d'emploi,Laurentides,Mai 2019,63.6
Taux d'emploi,Laurentides,Juin 2019,62.7
Taux d'emploi,Laurentides,Juillet 2019,61.5
Taux d'emploi,Laurentides,Août 2019,61
Taux d'emploi,Laurentides,Septembre 2019,60.6
Taux d'emploi,Laurentides,Octobre 2019,59.8
Taux d'emploi,Laurentides,Novembre 2019,59.1
Taux d'emploi,Laurentides,Décembre 2019,58.7
Taux d'emploi,Laurentides,Janvier 2020,58.6
Taux d'emploi,Laurentides,Février 2020,57.5
Taux d'emploi,Laurentides,Mars 2020,54.8
Taux d'emploi,Laurentides,Avril 2020,49.7
Taux d'emploi,Laurentides,Mai 2020,46.9
Taux d'emploi,Laurentides,Juin 2020,46.9
Taux d'emploi,Laurentides,Juillet 2020,50.8
Taux d'emploi,Laurentides,Août 2020,53.5
Taux d'emploi,Laurentides,Septembre 2020,55.3
Taux d'emploi,Laurentides,Octobre 2020,57.2
Taux d'emploi,Laurentides,Novembre 2020,58.6
Taux d'emploi,Laurentides,Décembre 2020,59.3
Taux d'emploi,Laurentides,Janvier 2021,59.1
Taux d'emploi,Laurentides,Février 2021,59.7
Taux d'emploi,Laurentides,Mars 2021,60.6
Taux d'emploi,Laurentides,Avril 2021,60.9
Taux d'emploi,Laurentides,Mai 2021,60.1
Taux d'emploi,Laurentides,Juin 2021,60.1
Taux d'emploi,Laurentides,Juillet 2021,60.8
Taux d'emploi,Laurentides,Août 2021,61.6
Taux d'emploi,Laurentides,Septembre 2021,60.5
Taux d'emploi,Laurentides,Octobre 2021,60.1
Taux d'emploi,Laurentides,Novembre 2021,59.4
Taux d'emploi,Laurentides,Décembre 2021,60.2
Taux d'emploi,Montérégie,Janvier 2019,61.6
Taux d'emploi,Montérégie,Février 2019,61.6
Taux d'emploi,Montérégie,Mars 2019,61.8
Taux d'emploi,Montérégie,Avril 2019,62.2
Taux d'emploi,Montérégie,Mai 2019,62.2
Taux d'emploi,Montérégie,Juin 2019,62.4
Taux d'emploi,Montérégie,Juillet 2019,62.1
Taux d'emploi,Montérégie,Août 2019,62.5
Taux d'emploi,Montérégie,Septembre 2019,62.9
Taux d'emploi,Montérégie,Octobre 2019,63.5
Taux d'emploi,Montérégie,Novembre 2019,63.6
Taux d'emploi,Montérégie,Décembre 2019,64.1
Taux d'emploi,Montérégie,Janvier 2020,64.3
Taux d'emploi,Montérégie,Février 2020,64.8
Taux d'emploi,Montérégie,Mars 2020,63.2
Taux d'emploi,Montérégie,Avril 2020,58.9
Taux d'emploi,Montérégie,Mai 2020,55.8
Taux d'emploi,Montérégie,Juin 2020,55.6
Taux d'emploi,Montérégie,Juillet 2020,58.8
Taux d'emploi,Montérégie,Août 2020,60.9
Taux d'emploi,Montérégie,Septembre 2020,61.9
Taux d'emploi,Montérégie,Octobre 2020,61.5
Taux d'emploi,Montérégie,Novembre 2020,60.7
Taux d'emploi,Montérégie,Décembre 2020,59.8
Taux d'emploi,Montérégie,Janvier 2021,59.4
Taux d'emploi,Montérégie,Février 2021,59.7
Taux d'emploi,Montérégie,Mars 2021,60.3
Taux d'emploi,Montérégie,Avril 2021,60.8
Taux d'emploi,Montérégie,Mai 2021,61.2
Taux d'emploi,Montérégie,Juin 2021,61.4
Taux d'emploi,Montérégie,Juillet 2021,62.2
Taux d'emploi,Montérégie,Août 2021,62.6
Taux d'emploi,Montérégie,Septembre 2021,62.6
Taux d'emploi,Montérégie,Octobre 2021,62.3
Taux d'emploi,Montérégie,Novembre 2021,62.4
Taux d'emploi,Montérégie,Décembre 2021,62.3
Taux d'emploi,Centre-du-Québec,Janvier 2019,59.3
Taux d'emploi,Centre-du-Québec,Février 2019,60.1
Taux d'emploi,Centre-du-Québec,Mars 2019,60.4
Taux d'emploi,Centre-du-Québec,Avril 2019,61.2
Taux d'emploi,Centre-du-Québec,Mai 2019,61.6
Taux d'emploi,Centre-du-Québec,Juin 2019,61.7
Taux d'emploi,Centre-du-Québec,Juillet 2019,61.1
Taux d'emploi,Centre-du-Québec,Août 2019,61.2
Taux d'emploi,Centre-du-Québec,Septembre 2019,61
Taux d'emploi,Centre-du-Québec,Octobre 2019,60.8
Taux d'emploi,Centre-du-Québec,Novembre 2019,61.7
Taux d'emploi,Centre-du-Québec,Décembre 2019,62.5
Taux d'emploi,Centre-du-Québec,Janvier 2020,64.8
Taux d'emploi,Centre-du-Québec,Février 2020,65.6
Taux d'emploi,Centre-du-Québec,Mars 2020,65.4
Taux d'emploi,Centre-du-Québec,Avril 2020,60.5
Taux d'emploi,Centre-du-Québec,Mai 2020,56.2
Taux d'emploi,Centre-du-Québec,Juin 2020,53.7
Taux d'emploi,Centre-du-Québec,Juillet 2020,56.1
Taux d'emploi,Centre-du-Québec,Août 2020,57.6
Taux d'emploi,Centre-du-Québec,Septembre 2020,59
Taux d'emploi,Centre-du-Québec,Octobre 2020,58.4
Taux d'emploi,Centre-du-Québec,Novembre 2020,58.3
Taux d'emploi,Centre-du-Québec,Décembre 2020,58.1
Taux d'emploi,Centre-du-Québec,Janvier 2021,58.6
Taux d'emploi,Centre-du-Québec,Février 2021,59.1
Taux d'emploi,Centre-du-Québec,Mars 2021,59.5
Taux d'emploi,Centre-du-Québec,Avril 2021,60.6
Taux d'emploi,Centre-du-Québec,Mai 2021,61.1
Taux d'emploi,Centre-du-Québec,Juin 2021,61.2
Taux d'emploi,Centre-du-Québec,Juillet 2021,61.4
Taux d'emploi,Centre-du-Québec,Août 2021,62
Taux d'emploi,Centre-du-Québec,Septembre 2021,63.2
Taux d'emploi,Centre-du-Québec,Octobre 2021,64.7
Taux d'emploi,Centre-du-Québec,Novembre 2021,65.3
Taux d'emploi,Centre-du-Québec,Décembre 2021,65.9
